menu_item_id,quantity,event_date,guest_count,event_type,predicted_cost,actual_cost,ingredient_cost,confidence
ITEM-001,85,2026-12-23,92,Corporate,352398.67,350038.5,214289.25,0.62
ITEM-023,12,2026-05-09,15,Birthday,6306.3,7161.19,4410.0,0.35
ITEM-018,44,2026-04-15,43,Corporate,18168.15,18717.31,11550.0,0.64
ITEM-018,15,2026-01-24,15,Birthday,6475.22,7203.96,3937.5,0.64
ITEM-024,35,2026-04-23,44,Wedding,14451.94,14668.48,9187.5,0.36
ITEM-017,34,2026-04-17,40,Wedding,1700.0,1747.27,0.0,0.55
ITEM-017,11,2026-02-18,17,Other,550.0,494.85,0.0,0.55
ITEM-023,30,2026-06-03,69,Other,15765.75,14703.14,11025.0,0.35
ITEM-018,45,2026-10-23,93,Birthday,19425.66,20819.01,11812.5,0.64
ITEM-021,10,2026-09-11,23,Corporate,10510.5,10166.9,7350.0,0.75
ITEM-024,51,2026-11-14,116,Corporate,22015.74,23253.36,13387.5,0.36
ITEM-001,14,2026-02-27,20,Birthday,58042.13,63182.64,35294.7,0.62
ITEM-012,30,2026-02-22,41,Birthday,12950.44,12480.3,7875.0,0.67
ITEM-002,37,2026-10-04,91,Birthday,83480.33,85138.41,50763.35,0.6
ITEM-016,9,2026-01-20,20,Wedding,450.0,491.0,0.0,0.55
ITEM-017,36,2026-12-10,43,Corporate,1800.0,1944.26,0.0,0.55
ITEM-017,26,2026-09-23,30,Wedding,1300.0,1166.03,0.0,0.55
ITEM-024,40,2026-01-16,80,Other,17267.25,19604.0,10500.0,0.36
ITEM-022,30,2026-05-21,31,Birthday,11261.25,10098.38,7875.0,0.79
ITEM-024,33,2026-01-04,78,Other,14245.48,13874.4,8662.5,0.36
ITEM-018,242,2026-07-19,481,Wedding,86298.71,94958.36,63525.0,0.64
ITEM-024,28,2026-09-20,53,Wedding,10510.5,11615.49,7350.0,0.36
ITEM-017,29,2026-04-13,65,Wedding,1450.0,1497.8,0.0,0.55
ITEM-005,45,2026-01-16,111,Wedding,71275763.18,68143279.75,43341905.25,0.85
ITEM-016,116,2026-03-23,217,Birthday,5800.0,5740.62,0.0,0.55
ITEM-011,85,2026-07-09,116,Wedding,31906.88,33134.42,22312.5,0.69
ITEM-001,24,2026-10-19,28,Wedding,99500.8,108920.13,60505.2,0.62
ITEM-011,126,2026-11-17,142,Birthday,51672.25,42172.36,33075.0,0.69
ITEM-020,21,2026-07-13,29,Corporate,7882.88,7652.38,5512.5,0.77
ITEM-005,29,2026-11-21,42,Wedding,45933269.61,44272508.62,27931450.05,0.85
ITEM-019,17,2026-08-05,38,Wedding,10210.2,10798.87,7140.0,0.61
ITEM-004,20,2026-01-17,21,Other,78414035.7,82571396.23,47682600.0,0.28
ITEM-023,17,2026-02-23,21,Wedding,10274.01,10577.33,6247.5,0.35
ITEM-022,53,2026-05-13,71,Wedding,19894.88,18718.1,13912.5,0.79
ITEM-020,85,2026-11-20,152,Birthday,36692.91,36269.05,22312.5,0.77
ITEM-017,25,2026-12-05,57,Wedding,1250.0,1445.33,0.0,0.55
ITEM-016,29,2026-12-17,45,Birthday,1450.0,1531.01,0.0,0.55
ITEM-019,27,2026-12-01,41,Wedding,18648.63,19939.95,11340.0,0.61
ITEM-034,56,2026-03-08,120,Other,2800.0,3112.13,0.0,0.63
ITEM-018,58,2026-08-22,85,Wedding,21771.75,24678.84,15225.0,0.64
ITEM-034,15,2026-08-07,21,Birthday,750.0,785.15,0.0,0.63
ITEM-013,18,2026-10-26,32,Birthday,7770.26,7722.79,4725.0,0.68
ITEM-003,26,2026-04-04,52,Other,20771.05,19301.86,13204.74,0.74
ITEM-014,5,2026-10-12,10,Birthday,250.0,272.86,0.0,0.75
ITEM-023,89,2026-12-16,71,Wedding,53787.48,57919.67,32707.5,0.35
ITEM-002,47,2026-04-20,95,Birthday,101432.04,108633.75,64483.18,0.6
ITEM-004,60,2026-03-02,143,Birthday,225014189.4,201098247.42,143047800.0,0.28
ITEM-020,32,2026-12-20,69,Birthday,13813.8,13154.08,8400.0,0.77
ITEM-018,5,2026-03-06,10,Other,2064.56,2025.91,1312.5,0.64
ITEM-005,19,2026-11-15,29,Wedding,30094211.12,30851332.05,18299915.55,0.85
ITEM-017,144,2026-03-06,167,Wedding,7200.0,7562.97,0.0,0.55
ITEM-010,7,2026-10-24,14,Wedding,350.0,375.15,0.0,0.41
ITEM-034,36,2026-03-01,63,Birthday,1800.0,1774.6,0.0,0.63
ITEM-015,75,2026-09-04,134,Wedding,3750.0,4053.55,0.0,0.7
ITEM-014,49,2026-08-19,79,Wedding,2450.0,2733.67,0.0,0.75
ITEM-014,412,2026-11-21,839,Corporate,20600.0,18748.48,0.0,0.75
ITEM-018,154,2026-06-18,195,Birthday,54917.36,51514.18,40425.0,0.64
ITEM-020,9,2026-10-06,19,Other,3885.13,3636.15,2362.5,0.77
ITEM-024,53,2026-10-06,92,Corporate,22879.11,22453.92,13912.5,0.36
ITEM-026,85,2026-05-24,93,Wedding,31906.88,28845.41,22312.5,0.71
ITEM-012,20,2026-11-10,33,Corporate,8633.62,8715.27,5250.0,0.67
ITEM-013,19,2026-07-02,28,Birthday,7132.12,7973.8,4987.5,0.68
ITEM-001,117,2026-03-18,162,Corporate,440777.73,389715.8,294962.85,0.62
ITEM-026,67,2026-05-10,99,Other,25150.12,25696.98,17587.5,0.71
ITEM-002,118,2026-04-10,220,Birthday,241926.2,257450.67,161893.93,0.6
ITEM-021,19,2026-01-12,45,Wedding,22965.44,21450.96,13965.0,0.75
ITEM-010,38,2026-10-22,46,Wedding,1900.0,1707.1,0.0,0.41
ITEM-034,15,2026-12-02,12,Other,750.0,752.21,0.0,0.63
ITEM-015,46,2026-05-07,109,Birthday,2300.0,2444.25,0.0,0.7
ITEM-018,22,2026-05-11,51,Birthday,8258.25,8530.08,5775.0,0.64
ITEM-023,66,2026-08-07,138,Corporate,34684.65,33389.87,24255.0,0.35
ITEM-017,52,2026-01-04,61,Birthday,2600.0,2453.42,0.0,0.55
ITEM-005,32,2026-01-27,71,Wedding,50684987.15,51195893.93,30820910.4,0.85
ITEM-018,45,2026-10-25,36,Wedding,19425.66,20105.14,11812.5,0.64
ITEM-018,33,2026-05-22,61,Birthday,12387.38,11835.05,8662.5,0.64
ITEM-003,13,2026-10-06,16,Wedding,10857.59,12091.45,6602.37,0.74
ITEM-026,56,2026-03-10,47,Wedding,23123.1,23495.93,14700.0,0.71
ITEM-017,29,2026-03-10,38,Other,1450.0,1377.51,0.0,0.55
ITEM-020,29,2026-07-12,34,Birthday,10885.88,10561.42,7612.5,0.77
ITEM-011,28,2026-03-25,37,Corporate,11561.55,11775.99,7350.0,0.69
ITEM-004,13,2026-02-15,16,Other,50969123.2,50835827.46,30993690.0,0.28
ITEM-022,27,2026-07-26,27,Other,10135.12,8602.68,7087.5,0.79
ITEM-026,71,2026-07-26,128,Corporate,26651.62,27094.26,18637.5,0.71
ITEM-024,28,2026-04-07,34,Other,11561.55,11191.4,7350.0,0.36
ITEM-010,26,2026-08-16,39,Birthday,1300.0,1310.24,0.0,0.41
ITEM-026,5,2026-09-15,10,Birthday,1876.88,1799.92,1312.5,0.71
ITEM-018,5,2026-04-03,10,Wedding,2064.56,1979.51,1312.5,0.64
ITEM-025,44,2026-12-16,73,Wedding,18993.97,20735.61,11550.0,0.39
ITEM-015,30,2026-02-14,30,Wedding,1500.0,1481.66,0.0,0.7
ITEM-002,11,2026-05-26,17,Corporate,21581.28,21475.64,15091.81,0.6
ITEM-021,14,2026-01-07,26,Corporate,16921.9,17004.77,10290.0,0.75
ITEM-019,30,2026-08-06,47,Wedding,18018.0,16420.97,12600.0,0.61
ITEM-020,29,2026-01-04,46,Wedding,12518.76,13456.67,7612.5,0.77
ITEM-016,35,2026-07-20,54,Wedding,1750.0,1519.44,0.0,0.55
ITEM-021,53,2026-01-01,95,Corporate,64061.5,58698.99,38955.0,0.75
ITEM-015,31,2026-07-06,42,Birthday,1550.0,1685.26,0.0,0.7
ITEM-025,50,2026-03-19,97,Birthday,20645.62,22678.07,13125.0,0.39
ITEM-012,34,2026-01-27,42,Birthday,14677.16,15332.74,8925.0,0.67
ITEM-004,17,2026-02-21,41,Wedding,66651930.35,70317601.44,40530210.0,0.28
ITEM-026,25,2026-09-04,43,Corporate,9384.38,9592.02,6562.5,0.71
ITEM-014,33,2026-02-17,74,Corporate,1650.0,1641.77,0.0,0.75
ITEM-003,28,2026-06-27,38,Corporate,20335.29,19099.71,14220.49,0.74
ITEM-001,18,2026-10-15,18,Wedding,74625.6,74950.08,45378.9,0.62
ITEM-018,11,2026-11-18,21,Other,4748.49,4631.13,2887.5,0.64
ITEM-002,9,2026-07-04,10,Birthday,17657.41,19066.66,12347.84,0.6
ITEM-016,26,2026-08-19,63,Wedding,1300.0,1378.99,0.0,0.55
ITEM-022,26,2026-09-12,27,Wedding,9759.75,9310.84,6825.0,0.79
ITEM-014,6,2026-07-18,12,Birthday,300.0,328.85,0.0,0.75
ITEM-025,33,2026-10-19,38,Corporate,14245.48,13961.51,8662.5,0.39
ITEM-016,25,2026-03-03,25,Other,1250.0,1376.76,0.0,0.55
ITEM-003,32,2026-01-07,39,Other,26726.39,25084.69,16251.98,0.74
ITEM-012,15,2026-06-19,22,Corporate,5630.62,5273.63,3937.5,0.67
ITEM-015,11,2026-04-24,26,Corporate,550.0,479.69,0.0,0.7
ITEM-004,15,2026-11-06,29,Wedding,58810526.77,59537395.08,35761950.0,0.28
ITEM-034,13,2026-03-03,28,Other,650.0,641.22,0.0,0.63
ITEM-005,57,2026-12-13,134,Wedding,90282633.37,81949963.19,54899746.65,0.85
ITEM-010,141,2026-03-03,175,Birthday,7050.0,6034.41,0.0,0.41
ITEM-015,11,2026-07-13,14,Wedding,550.0,460.41,0.0,0.7
ITEM-020,34,2026-09-12,34,Other,12762.75,13175.46,8925.0,0.77
ITEM-016,58,2026-06-06,126,Corporate,2900.0,2971.32,0.0,0.55
ITEM-010,17,2026-05-17,32,Birthday,850.0,814.26,0.0,0.41
ITEM-012,22,2026-12-18,25,Wedding,9496.99,8262.55,5775.0,0.67
ITEM-015,169,2026-04-24,319,Wedding,8450.0,7579.01,0.0,0.7
ITEM-025,47,2026-03-09,112,Other,19406.89,14677.93,12337.5,0.39
ITEM-034,16,2026-04-11,13,Corporate,800.0,738.29,0.0,0.63
ITEM-001,48,2026-01-03,82,Wedding,199001.6,216066.86,121010.4,0.62
ITEM-001,29,2026-03-19,27,Wedding,115002.74,122794.24,73110.45,0.62
ITEM-012,30,2026-12-06,71,Birthday,12950.44,12292.84,7875.0,0.67
ITEM-014,56,2026-06-16,79,Birthday,2800.0,2764.26,0.0,0.75
ITEM-016,52,2026-10-06,68,Wedding,2600.0,2751.47,0.0,0.55
ITEM-005,43,2026-01-16,78,Other,68107951.49,63507537.04,41415598.35,0.85
ITEM-015,7,2026-05-02,13,Corporate,350.0,287.55,0.0,0.7
ITEM-034,14,2026-09-11,19,Birthday,700.0,712.09,0.0,0.63
ITEM-012,85,2026-06-16,193,Wedding,31906.88,33372.86,22312.5,0.67
ITEM-011,29,2026-08-16,49,Wedding,10885.88,9335.33,7612.5,0.69
ITEM-026,43,2026-10-19,53,Corporate,18562.29,20019.24,11287.5,0.71
ITEM-012,81,2026-07-10,113,Wedding,30405.38,31337.2,21262.5,0.67
ITEM-023,17,2026-11-01,15,Birthday,10274.01,9211.55,6247.5,0.35
ITEM-020,55,2026-04-01,45,Birthday,22710.19,23527.58,14437.5,0.77
ITEM-023,35,2026-03-14,74,Wedding,20232.71,19485.93,12862.5,0.35
ITEM-014,32,2026-08-10,66,Birthday,1600.0,1518.92,0.0,0.75
ITEM-018,56,2026-03-22,130,Birthday,23123.1,21708.02,14700.0,0.64
ITEM-002,107,2026-03-04,167,Birthday,219373.76,228838.08,146802.13,0.6
ITEM-012,29,2026-12-07,66,Wedding,12518.76,13773.01,7612.5,0.67
ITEM-018,57,2026-07-04,98,Corporate,21396.38,21851.04,14962.5,0.64
ITEM-015,15,2026-06-04,15,Wedding,750.0,714.56,0.0,0.7
ITEM-034,15,2026-03-22,23,Corporate,750.0,751.99,0.0,0.63
ITEM-005,97,2026-06-02,189,Corporate,133599015.05,120119282.16,93425884.65,0.85
ITEM-005,12,2026-02-20,10,Birthday,19006870.18,17388913.38,11557841.4,0.85
ITEM-034,58,2026-03-20,73,Wedding,2900.0,2966.0,0.0,0.63
ITEM-004,42,2026-12-07,49,Wedding,164669474.97,153004409.42,100133460.0,0.28
ITEM-012,37,2026-11-17,89,Wedding,15972.21,15360.17,9712.5,0.67
ITEM-020,207,2026-09-25,166,Wedding,73817.49,65933.47,54337.5,0.77
ITEM-012,13,2026-04-18,20,Wedding,5367.86,5719.48,3412.5,0.67
ITEM-022,37,2026-10-16,92,Wedding,15972.21,17061.47,9712.5,0.79
ITEM-022,12,2026-05-08,19,Corporate,4504.5,4289.58,3150.0,0.79
ITEM-014,26,2026-03-26,37,Wedding,1300.0,1177.6,0.0,0.75
ITEM-015,142,2026-07-12,146,Wedding,7100.0,7817.24,0.0,0.7
ITEM-017,66,2026-02-18,87,Birthday,3300.0,3341.93,0.0,0.55
ITEM-026,20,2026-11-25,41,Birthday,8633.62,8788.88,5250.0,0.71
ITEM-003,14,2026-03-26,26,Other,11184.41,10168.72,7110.24,0.74
ITEM-019,9,2026-10-12,13,Birthday,6216.21,5637.43,3780.0,0.61
ITEM-023,143,2026-04-08,121,Birthday,78531.83,76082.48,52552.5,0.35
ITEM-013,8,2026-12-08,18,Other,3453.45,3623.12,2100.0,0.68
ITEM-021,16,2026-05-11,33,Wedding,16816.8,15241.11,11760.0,0.75
ITEM-020,204,2026-10-07,422,Wedding,83659.83,81230.08,53550.0,0.77
ITEM-018,53,2026-07-07,95,Wedding,19894.88,20913.34,13912.5,0.64
ITEM-005,11,2026-01-26,19,Corporate,17422964.33,17480671.91,10594687.95,0.85
ITEM-001,22,2026-11-18,25,Birthday,91209.07,76489.1,55463.1,0.62
ITEM-012,55,2026-08-10,51,Wedding,20645.62,23315.18,14437.5,0.67
ITEM-034,27,2026-06-26,46,Birthday,1350.0,1417.67,0.0,0.63
ITEM-024,30,2026-08-18,71,Birthday,11261.25,12102.46,7875.0,0.36
ITEM-012,19,2026-04-02,42,Other,7845.34,8276.87,4987.5,0.67
ITEM-034,51,2026-10-24,114,Wedding,2550.0,2015.07,0.0,0.63
ITEM-019,21,2026-09-20,51,Other,12612.6,14321.8,8820.0,0.61
ITEM-005,59,2026-08-03,100,Other,81261256.58,84166467.27,56826053.55,0.85
ITEM-018,45,2026-06-15,67,Wedding,16891.88,16780.1,11812.5,0.64
ITEM-002,40,2026-08-23,99,Other,78477.4,80316.24,54879.3,0.6
ITEM-034,31,2026-09-16,27,Birthday,1550.0,1426.88,0.0,0.63
ITEM-025,10,2026-05-25,10,Corporate,3753.75,3772.93,2625.0,0.39
ITEM-014,13,2026-04-13,25,Corporate,650.0,590.5,0.0,0.75
ITEM-005,35,2026-03-27,36,Birthday,53026413.19,52865666.45,33710370.75,0.85
ITEM-001,19,2026-03-11,19,Wedding,75346.62,66109.09,47899.95,0.62
ITEM-011,8,2026-04-13,18,Corporate,3303.3,3581.98,2100.0,0.69
ITEM-001,44,2026-01-19,99,Wedding,182418.14,171439.78,110926.2,0.62
ITEM-003,38,2026-12-05,68,Wedding,31737.59,33302.19,19299.23,0.74
ITEM-005,38,2026-08-08,79,Wedding,52337758.47,60707075.76,36599831.1,0.85
ITEM-020,167,2026-04-12,217,Wedding,65508.57,64839.45,43837.5,0.77
ITEM-014,35,2026-09-08,70,Wedding,1750.0,1540.38,0.0,0.75
ITEM-020,92,2026-04-17,173,Wedding,37987.95,40030.01,24150.0,0.77
ITEM-019,45,2026-02-07,67,Wedding,31081.05,30056.69,18900.0,0.61
ITEM-034,7,2026-02-23,15,Birthday,350.0,288.0,0.0,0.63
ITEM-034,23,2026-04-19,49,Wedding,1150.0,1097.74,0.0,0.63
ITEM-001,78,2026-07-08,115,Wedding,281197.92,343178.84,196641.9,0.62
ITEM-004,39,2026-01-16,76,Other,152907369.62,149107842.71,92981070.0,0.28
ITEM-018,6,2026-01-21,14,Wedding,2590.09,2743.25,1575.0,0.64
ITEM-019,32,2026-11-20,65,Wedding,22102.08,19703.14,13440.0,0.61
ITEM-023,31,2026-06-07,42,Birthday,16291.27,15852.92,11392.5,0.35
ITEM-016,62,2026-10-24,69,Wedding,3100.0,3135.66,0.0,0.55
ITEM-004,8,2026-10-16,10,Birthday,31365614.28,29158728.47,19073040.0,0.28
ITEM-022,83,2026-02-14,104,Corporate,35829.54,38319.76,21787.5,0.79
ITEM-021,12,2026-05-03,17,Corporate,12612.6,12899.79,8820.0,0.75
ITEM-025,74,2026-03-12,133,Corporate,30555.53,31252.03,19425.0,0.39
ITEM-013,27,2026-10-12,22,Wedding,11655.39,12294.66,7087.5,0.68
ITEM-025,29,2026-11-26,49,Birthday,12518.76,12840.62,7612.5,0.39
ITEM-020,22,2026-06-10,40,Other,8258.25,9038.86,5775.0,0.77
ITEM-023,215,2026-07-14,356,Corporate,107338.48,112918.56,79012.5,0.35
ITEM-017,17,2026-03-16,37,Wedding,850.0,778.84,0.0,0.55
ITEM-015,17,2026-05-04,15,Birthday,850.0,871.17,0.0,0.7
ITEM-023,10,2026-10-18,10,Birthday,6043.54,7531.15,3675.0,0.35
ITEM-003,98,2026-12-04,173,Wedding,81849.56,82258.07,49771.7,0.74
ITEM-016,18,2026-11-18,17,Wedding,900.0,882.42,0.0,0.55
ITEM-010,48,2026-12-07,71,Other,2400.0,2266.88,0.0,0.41
ITEM-012,40,2026-12-27,54,Birthday,17267.25,17260.2,10500.0,0.67
ITEM-015,19,2026-05-08,23,Other,950.0,927.28,0.0,0.7
ITEM-010,22,2026-07-15,18,Corporate,1100.0,996.78,0.0,0.41
ITEM-012,21,2026-07-06,49,Birthday,7882.88,8718.64,5512.5,0.67
